material_id,material_name,material_type,strength,weight_capacity,biodegradability_score,co2_emission_score,recyclability_percent,cost_per_kg,thickness_mm,water_resistance,temperature_tolerance
926,Recycled Plastic Grade C,Recycled Plastic,1535.93,22.97,11.51,4.669,86.61,4.2,4.75,8.0,-24.0
927,Recycled Plastic Grade C,Recycled Plastic,1290.98,36.02,13.38,4.648,93.83,1.81,1.64,10.0,13.0
928,Recycled Plastic Grade Economy,Recycled Plastic,1840.96,39.1,5.46,3.067,83.19,3.77,4.2,,59.0
929,Recycled Plastic Grade Premium,Recycled Plastic,1225.28,28.99,12.79,2.06,93.36,3.21,,8.0,-29.0
930,Recycled Plastic Grade C,Recycled Plastic,1574.49,28.43,9.77,3.927,80.58,3.36,4.89,8.0,-11.0
931,Recycled Plastic Grade C,Recycled Plastic,1036.27,14.71,11.43,4.078,93.06,2.53,4.85,8.0,6.0
932,Recycled Plastic Grade C,Recycled Plastic,1824.25,23.47,10.18,3.734,91.24,4.39,1.37,10.0,90.0
933,Recycled Plastic Grade B,Recycled Plastic,758.67,25.29,10.56,4.219,87.49,2.32,,9.0,-1.0
934,Recycled Plastic Grade A,Recycled Plastic,1756.76,7.53,13.81,2.77,88.89,4.31,4.39,10.0,68.0
935,Recycled Plastic Grade Economy,Recycled Plastic,1534.3,17.04,7.77,4.99,91.26,3.43,2.78,10.0,
936,Recycled Plastic Grade B,Recycled Plastic,1331.27,31.67,10.37,4.522,80.5,2.6,2.19,9.0,33.0
937,Recycled Plastic Grade C,Recycled Plastic,608.56,38.39,7.23,4.767,86.39,4.46,3.77,,-40.0
938,Recycled Plastic Grade A,Recycled Plastic,508.02,31.19,14.03,2.419,81.44,2.77,5.67,10.0,-33.0
939,Recycled Plastic Grade Economy,Recycled Plastic,769.47,38.59,8.85,3.025,93.12,3.19,3.58,10.0,-13.0
940,Recycled Plastic Grade Standard,Recycled Plastic,1369.75,10.69,11.74,2.4,92.09,4.47,2.89,9.0,-16.0
941,Recycled Plastic Grade Economy,Recycled Plastic,569.65,5.48,14.21,2.386,86.69,3.95,5.45,9.0,20.0
942,Recycled Plastic Grade B,Recycled Plastic,1504.53,38.65,11.03,3.678,80.22,1.74,3.89,10.0,16.0
943,Recycled Plastic Grade B,Recycled Plastic,1973.87,23.47,12.88,4.521,89.72,2.52,3.35,9.0,24.0
944,Recycled Plastic Grade B,Recycled Plastic,947.82,37.33,7.3,4.249,89.46,3.75,3.19,9.0,25.0
945,Recycled Plastic Grade Economy,Recycled Plastic,1448.71,15.09,11.38,2.86,84.4,2.7,5.26,8.0,-20.0
946,Recycled Plastic Grade Premium,Recycled Plastic,1372.14,24.21,7.19,3.287,89.78,3.68,1.0,9.0,16.0
947,Recycled Plastic Grade C,Recycled Plastic,850.37,14.22,5.38,2.369,94.8,2.45,1.58,8.0,118.0
948,Recycled Plastic Grade Economy,Recycled Plastic,1579.19,34.91,7.57,2.063,83.35,1.67,1.52,8.0,15.0
949,Recycled Plastic Grade Standard,Recycled Plastic,1043.76,25.53,11.24,3.96,81.06,3.39,5.77,9.0,30.0
950,Recycled Plastic Grade Standard,Recycled Plastic,1591.37,20.81,13.57,4.832,85.04,3.18,1.48,9.0,
951,Recycled Plastic Grade Standard,Recycled Plastic,553.65,23.49,11.62,2.622,93.59,4.02,3.36,8.0,21.0
952,Recycled Plastic Grade C,Recycled Plastic,854.85,30.55,6.32,4.041,92.64,2.19,5.33,,94.0
953,Recycled Plastic Grade A,Recycled Plastic,1869.18,9.14,11.46,2.75,92.55,3.04,1.68,9.0,
954,Recycled Plastic Grade B,Recycled Plastic,1111.82,28.15,13.82,3.228,84.35,1.54,3.87,8.0,93.0
955,Recycled Plastic Grade C,Recycled Plastic,1061.97,11.4,9.3,4.953,84.47,3.3,4.88,10.0,0.0
956,Recycled Plastic Grade B,Recycled Plastic,993.16,26.38,13.71,2.046,86.54,2.17,2.94,9.0,-15.0
957,Recycled Plastic Grade C,Recycled Plastic,1185.85,24.24,13.88,2.314,92.34,2.13,2.97,10.0,60.0
958,Recycled Plastic Grade B,Recycled Plastic,1100.23,10.27,10.04,4.405,86.62,2.97,5.24,,61.0
959,Recycled Plastic Grade C,Recycled Plastic,1235.68,14.02,13.85,3.731,83.32,2.31,5.02,8.0,52.0
960,Recycled Plastic Grade A,Recycled Plastic,695.53,32.86,8.95,3.477,93.21,2.74,3.69,8.0,94.0
961,Wood Fiber Grade Economy,Wood Fiber,301.88,10.36,85.21,0.573,71.71,3.12,6.53,5.0,11.0
962,Wood Fiber Grade Standard,Wood Fiber,330.04,12.22,79.71,0.88,71.59,3.81,2.67,4.0,79.0
963,Wood Fiber Grade B,Wood Fiber,915.4,19.51,80.06,0.658,71.83,3.43,6.1,4.0,58.0
964,Wood Fiber Grade C,Wood Fiber,680.29,13.45,84.62,1.041,72.46,3.02,2.99,4.0,23.0
965,Wood Fiber Grade A,Wood Fiber,883.1,28.23,79.18,1.07,70.95,3.73,2.4,5.0,81.0
966,Wood Fiber Grade A,Wood Fiber,723.85,21.4,87.47,0.59,70.58,4.61,4.2,5.0,47.0
967,Wood Fiber Grade Standard,Wood Fiber,1018.32,7.34,75.39,0.913,79.06,4.79,3.64,4.0,32.0
968,Wood Fiber Grade C,Wood Fiber,429.31,27.55,82.74,0.592,83.83,4.22,7.12,5.0,33.0
969,Wood Fiber Grade Economy,Wood Fiber,460.27,9.49,85.32,0.632,76.58,4.3,7.49,5.0,40.0
970,Wood Fiber Grade B,Wood Fiber,933.75,25.8,84.82,0.637,74.11,2.81,2.82,4.0,-18.0
971,Wood Fiber Grade Economy,Wood Fiber,467.62,15.84,88.63,0.563,80.8,4.0,2.67,4.0,2.0
972,Wood Fiber Grade Premium,Wood Fiber,590.98,23.67,78.86,0.916,70.6,4.49,5.14,3.0,79.0
973,Wood Fiber Grade A,Wood Fiber,476.99,21.6,86.58,0.784,79.27,3.26,8.26,,2.0
974,Wood Fiber Grade A,Wood Fiber,973.45,24.84,81.16,0.638,76.09,4.44,3.59,5.0,49.0
975,Wood Fiber Grade Standard,Wood Fiber,347.58,19.88,80.67,0.976,83.12,4.52,7.44,5.0,81.0
976,Wood Fiber Grade C,Wood Fiber,577.18,29.3,89.7,0.661,70.61,4.06,5.16,4.0,80.0
977,Wood Fiber Grade Premium,Wood Fiber,866.02,4.81,88.05,0.583,71.91,2.36,8.72,5.0,56.0
978,Wood Fiber Grade Premium,Wood Fiber,919.04,13.32,77.75,0.886,74.92,4.55,2.86,4.0,26.0
979,Wood Fiber Grade Premium,Wood Fiber,435.81,29.11,75.22,0.789,75.0,3.24,5.99,4.0,54.0
980,Wood Fiber Grade C,Wood Fiber,631.88,23.05,85.29,1.0,73.75,3.75,6.1,5.0,
981,Wood Fiber Grade B,Wood Fiber,688.85,12.16,77.13,0.628,71.58,3.99,6.63,3.0,74.0
982,Wood Fiber Grade A,Wood Fiber,980.3,9.97,78.6,0.724,73.46,3.6,2.94,3.0,-18.0
983,Wood Fiber Grade C,Wood Fiber,366.43,8.97,81.61,0.851,82.24,4.96,4.72,5.0,47.0
984,Wood Fiber Grade Premium,Wood Fiber,1028.51,29.02,81.42,0.618,79.4,3.99,2.88,4.0,22.0
985,Wood Fiber Grade A,Wood Fiber,314.45,16.55,79.97,0.944,74.69,4.45,6.16,4.0,2.0
986,Wood Fiber Grade A,Wood Fiber,803.12,7.07,84.82,0.67,70.0,2.21,8.54,3.0,79.0
987,Wood Fiber Grade Premium,Wood Fiber,486.89,24.24,84.13,1.083,75.6,3.98,2.44,3.0,-12.0
988,Wood Fiber Grade Premium,Wood Fiber,852.76,14.51,88.13,0.749,76.04,1.92,5.86,3.0,49.0
989,Wood Fiber Grade A,Wood Fiber,542.98,27.95,79.81,0.651,78.01,4.44,2.72,5.0,31.0
990,Wood Fiber Grade Standard,Wood Fiber,699.64,26.62,76.89,0.907,78.58,3.34,5.44,3.0,20.0
991,Wood Fiber Grade Economy,Wood Fiber,1050.19,6.37,75.29,0.983,71.62,4.96,6.34,4.0,5.0
992,Wood Fiber Grade Economy,Wood Fiber,689.11,11.76,84.57,0.673,73.54,4.14,2.28,,26.0
993,Wood Fiber Grade A,Wood Fiber,305.43,7.98,76.03,1.097,74.33,2.28,3.69,3.0,40.0
994,Wood Fiber Grade B,Wood Fiber,716.13,13.49,88.1,0.737,75.03,2.46,4.64,3.0,8.0
995,Wood Fiber Grade B,Wood Fiber,851.2,18.74,85.25,0.502,83.96,2.15,4.84,,89.0
996,Wood Fiber Grade Standard,Wood Fiber,648.18,28.62,82.01,1.025,82.16,4.94,8.49,3.0,-9.0
997,Wood Fiber Grade C,Wood Fiber,603.57,17.17,83.44,0.688,74.43,4.15,8.1,4.0,13.0
998,Wood Fiber Grade A,Wood Fiber,378.1,27.34,80.25,0.831,75.39,2.2,6.13,4.0,31.0
999,Wood Fiber Grade B,Wood Fiber,462.39,15.75,86.95,0.854,71.45,3.55,6.92,3.0,41.0
1000,Wood Fiber Grade A,Wood Fiber,803.29,7.97,85.65,0.906,70.37,3.12,4.33,3.0,-18.0
1001,Wood Fiber Grade Standard,Wood Fiber,472.91,19.36,88.7,0.979,83.82,4.93,2.07,3.0,43.0
1002,Wood Fiber Grade Premium,Wood Fiber,987.88,10.55,89.72,0.868,81.9,2.07,3.28,4.0,
1003,Wood Fiber Grade Standard,Wood Fiber,317.59,25.24,75.21,0.894,75.48,3.76,6.87,4.0,57.0
1004,Wood Fiber Grade Standard,Wood Fiber,695.8,7.48,88.29,0.89,72.45,1.91,2.99,3.0,76.0
1005,Wood Fiber Grade Standard,Wood Fiber,443.44,9.87,75.38,0.934,82.16,4.35,2.89,3.0,21.0
1006,Wood Fiber Grade B,Wood Fiber,359.61,17.27,89.54,0.916,71.06,2.41,7.4,4.0,78.0
1007,Wood Fiber Grade Standard,Wood Fiber,1064.91,22.16,78.12,0.512,77.19,3.44,3.68,3.0,55.0
1008,Wood Fiber Grade Premium,Wood Fiber,768.97,23.87,89.9,0.955,81.9,3.77,8.9,4.0,-8.0
1009,Wood Fiber Grade Premium,Wood Fiber,988.2,28.59,88.95,0.729,71.18,2.35,2.41,5.0,68.0
1010,Wood Fiber Grade Premium,Wood Fiber,856.98,9.36,81.62,0.539,82.38,2.2,8.32,5.0,41.0
1011,Wood Fiber Grade C,Wood Fiber,441.7,15.15,76.9,0.84,75.98,2.71,3.19,3.0,64.0
1012,Wood Fiber Grade Standard,Wood Fiber,928.06,25.36,83.32,0.608,77.02,4.9,7.27,5.0,-15.0
1013,Wood Fiber Grade Premium,Wood Fiber,326.26,16.16,84.7,0.998,70.74,4.53,5.84,4.0,-2.0
1014,Wood Fiber Grade C,Wood Fiber,525.54,17.8,75.78,0.595,82.19,2.22,3.63,4.0,16.0
1015,Wood Fiber Grade Standard,Wood Fiber,713.7,23.85,81.71,0.974,79.28,2.16,3.09,5.0,9.0
1016,Wood Fiber Grade Standard,Wood Fiber,786.17,17.99,82.03,0.676,74.16,3.4,,5.0,-3.0
1017,Wood Fiber Grade A,Wood Fiber,559.18,19.27,76.0,0.998,78.44,3.95,6.92,3.0,4.0
1018,Wood Fiber Grade Standard,Wood Fiber,676.3,28.86,86.5,1.082,81.19,2.36,2.45,4.0,19.0
1019,Wood Fiber Grade Economy,Wood Fiber,659.93,26.32,89.35,0.799,83.97,3.67,5.77,5.0,8.0
1020,Wood Fiber Grade A,Wood Fiber,467.43,4.1,78.62,0.806,75.7,3.24,8.86,5.0,14.0
1021,Wood Fiber Grade B,Wood Fiber,661.75,7.47,75.72,0.965,78.56,4.23,3.05,3.0,63.0
1022,Wood Fiber Grade Economy,Wood Fiber,502.91,9.93,75.17,0.578,74.64,2.17,8.9,3.0,56.0
1023,Wood Fiber Grade B,Wood Fiber,459.27,19.28,75.96,1.017,84.42,2.59,5.15,5.0,70.0
1024,Wood Fiber Grade C,Wood Fiber,835.41,5.87,86.21,0.532,78.14,2.63,,3.0,25.0
1025,Wood Fiber Grade Economy,Wood Fiber,1087.97,12.05,78.63,0.667,83.45,3.84,7.11,3.0,52.0
1026,Wood Fiber Grade A,Wood Fiber,1029.5,23.21,77.97,1.006,73.06,4.18,6.8,3.0,
1027,Wood Fiber Grade B,Wood Fiber,942.83,29.89,78.79,0.762,77.8,2.74,2.11,3.0,23.0
1028,Wood Fiber Grade B,Wood Fiber,525.55,15.53,77.57,1.024,80.57,2.07,6.55,3.0,82.0
1029,Wood Fiber Grade B,Wood Fiber,1064.98,4.08,78.72,1.057,83.98,4.11,7.36,5.0,51.0
1030,Wood Fiber Grade Standard,Wood Fiber,711.1,10.02,77.72,0.986,72.03,3.3,8.57,,-20.0
1031,Wood Fiber Grade A,Wood Fiber,1082.39,29.85,83.33,0.602,74.74,3.16,4.17,4.0,59.0
1032,Wood Fiber Grade B,Wood Fiber,1077.78,7.99,86.0,0.5,78.94,4.73,4.02,3.0,30.0
1033,Wood Fiber Grade A,Wood Fiber,821.34,22.53,85.32,0.692,73.78,4.86,,5.0,48.0
1034,Wood Fiber Grade Premium,Wood Fiber,430.22,16.72,86.91,0.897,71.62,3.36,6.88,5.0,-17.0
1035,Wood Fiber Grade Premium,Wood Fiber,613.34,20.17,89.53,0.557,75.85,3.1,6.04,4.0,26.0
1036,Wood Fiber Grade Economy,Wood Fiber,441.31,11.42,89.34,0.94,79.93,4.41,2.89,5.0,83.0
1037,Wood Fiber Grade Standard,Wood Fiber,618.44,17.35,87.05,0.724,75.82,2.11,8.4,3.0,86.0
1038,Wood Fiber Grade Premium,Wood Fiber,818.57,14.74,81.08,0.908,71.01,3.7,7.4,3.0,84.0
1039,Wood Fiber Grade C,Wood Fiber,436.42,27.33,84.84,1.029,77.28,3.53,8.43,3.0,-16.0
1040,Wood Fiber Grade A,Wood Fiber,658.53,11.13,80.9,0.733,74.3,2.66,8.03,3.0,49.0
1041,Cotton Packaging Grade B,Cotton Packaging,690.45,4.25,85.17,0.649,69.05,7.73,4.54,4.0,38.0
1042,Cotton Packaging Grade C,Cotton Packaging,773.02,3.79,91.64,1.238,73.07,5.2,1.58,3.0,-7.0
1043,Cotton Packaging Grade Economy,Cotton Packaging,640.9,10.52,80.13,1.342,65.99,5.52,2.61,4.0,15.0
1044,Cotton Packaging Grade C,Cotton Packaging,573.11,11.79,92.35,1.304,72.32,6.97,1.32,2.0,63.0
1045,Cotton Packaging Grade Economy,Cotton Packaging,820.37,7.44,93.67,1.395,66.59,4.78,4.8,3.0,16.0
1046,Cotton Packaging Grade Premium,Cotton Packaging,582.46,10.37,81.53,1.276,73.74,8.92,3.55,3.0,82.0
1047,Cotton Packaging Grade A,Cotton Packaging,474.55,5.37,86.46,0.974,68.6,8.42,,2.0,24.0
1048,Cotton Packaging Grade Economy,Cotton Packaging,775.84,12.4,86.86,1.085,74.06,8.05,2.7,2.0,-7.0
1049,Cotton Packaging Grade B,Cotton Packaging,422.27,8.97,86.74,0.952,66.37,7.45,1.85,4.0,33.0
1050,Cotton Packaging Grade C,Cotton Packaging,518.29,4.96,88.76,0.897,71.73,6.45,1.81,3.0,55.0
1051,Cotton Packaging Grade Economy,Cotton Packaging,531.92,7.36,80.53,0.998,73.31,6.57,3.83,4.0,76.0
1052,Cotton Packaging Grade Standard,Cotton Packaging,413.95,12.54,94.21,0.709,72.46,4.68,1.24,4.0,63.0
1053,Cotton Packaging Grade Economy,Cotton Packaging,636.06,3.93,85.98,1.324,79.98,8.93,4.53,2.0,43.0
1054,Cotton Packaging Grade B,Cotton Packaging,696.27,7.42,89.73,0.848,74.09,6.38,1.1,2.0,1.0
1055,Cotton Packaging Grade Premium,Cotton Packaging,257.73,5.81,80.09,0.901,65.95,8.52,2.66,2.0,81.0
1056,Cotton Packaging Grade A,Cotton Packaging,477.4,10.16,91.77,1.119,76.22,8.48,4.45,3.0,83.0
1057,Cotton Packaging Grade Standard,Cotton Packaging,389.51,10.29,87.59,1.174,77.49,7.58,4.39,4.0,
1058,Cotton Packaging Grade B,Cotton Packaging,270.55,5.36,93.51,1.259,75.24,7.35,3.91,3.0,65.0
1059,Cotton Packaging Grade Economy,Cotton Packaging,790.92,10.1,89.99,0.771,74.86,5.84,1.61,3.0,61.0
1060,Cotton Packaging Grade B,Cotton Packaging,545.21,7.02,94.73,0.913,66.2,3.99,3.36,,12.0
1061,Cotton Packaging Grade C,Cotton Packaging,433.4,5.03,91.01,0.625,74.26,7.68,2.92,2.0,
1062,Cotton Packaging Grade B,Cotton Packaging,710.12,11.72,82.95,1.222,77.48,5.49,1.85,3.0,52.0
1063,Cotton Packaging Grade A,Cotton Packaging,386.43,8.39,80.29,1.137,72.85,8.44,1.66,3.0,10.0
1064,Cotton Packaging Grade A,Cotton Packaging,764.77,3.65,85.98,0.736,68.82,4.95,3.22,4.0,-5.0
1065,Cotton Packaging Grade B,Cotton Packaging,332.14,14.66,83.46,1.218,70.08,4.29,4.43,3.0,42.0
1066,Cotton Packaging Grade C,Cotton Packaging,678.26,9.36,87.08,0.997,75.98,3.98,3.67,2.0,5.0
1067,Cotton Packaging Grade Standard,Cotton Packaging,287.56,3.83,90.75,0.95,71.05,4.25,3.03,2.0,47.0
1068,Cotton Packaging Grade Economy,Cotton Packaging,559.8,11.93,83.87,0.985,79.88,7.28,,3.0,3.0
1069,Cotton Packaging Grade Standard,Cotton Packaging,749.11,2.53,81.84,0.762,71.03,8.15,2.39,2.0,22.0
1070,Cotton Packaging Grade C,Cotton Packaging,711.05,9.62,85.36,1.062,70.13,3.96,4.97,4.0,43.0
1071,Cotton Packaging Grade Premium,Cotton Packaging,338.87,7.42,85.78,1.027,77.63,6.71,1.25,4.0,27.0
1072,Cotton Packaging Grade A,Cotton Packaging,582.5,14.27,80.63,1.002,73.76,8.56,1.2,2.0,23.0
1073,Cotton Packaging Grade Premium,Cotton Packaging,613.89,2.11,81.24,0.701,67.78,6.32,4.97,2.0,-1.0
1074,Cotton Packaging Grade Economy,Cotton Packaging,848.07,8.11,80.43,1.152,72.23,4.18,1.86,4.0,52.0
1075,Cotton Packaging Grade C,Cotton Packaging,623.29,10.09,87.59,1.254,77.92,6.89,1.05,3.0,74.0
1076,Cotton Packaging Grade Economy,Cotton Packaging,521.7,9.35,89.74,0.88,78.76,4.24,3.69,2.0,64.0
1077,Cotton Packaging Grade Premium,Cotton Packaging,614.11,4.0,91.9,1.332,67.54,8.0,4.73,2.0,22.0
1078,Cotton Packaging Grade C,Cotton Packaging,844.2,9.1,85.34,0.606,65.91,5.86,2.6,3.0,23.0
1079,Cotton Packaging Grade Standard,Cotton Packaging,363.52,13.03,84.47,1.079,72.54,3.79,4.77,2.0,44.0
1080,Cotton Packaging Grade Standard,Cotton Packaging,461.29,4.06,85.08,0.616,70.45,6.42,4.49,2.0,-3.0
1081,Cotton Packaging Grade Premium,Cotton Packaging,322.53,3.92,86.42,0.757,65.42,7.93,1.08,3.0,84.0
1082,Cotton Packaging Grade Premium,Cotton Packaging,343.67,14.67,89.06,1.188,66.66,8.24,4.36,2.0,5.0
1083,Cotton Packaging Grade A,Cotton Packaging,576.48,11.38,80.09,1.074,77.71,5.46,1.43,2.0,-5.0
1084,Cotton Packaging Grade Standard,Cotton Packaging,683.94,9.92,89.65,0.67,78.4,5.64,2.25,4.0,49.0
1085,Cotton Packaging Grade A,Cotton Packaging,324.45,6.09,92.15,0.813,68.23,8.04,4.95,3.0,73.0
1086,Cotton Packaging Grade Premium,Cotton Packaging,430.73,7.18,82.55,1.21,76.6,8.31,1.11,3.0,-6.0
1087,Cotton Packaging Grade Economy,Cotton Packaging,389.27,6.43,91.77,0.754,74.58,7.1,4.82,2.0,74.0
1088,Cotton Packaging Grade C,Cotton Packaging,595.54,4.43,86.38,1.04,75.18,6.84,2.58,2.0,9.0
1089,Cotton Packaging Grade Standard,Cotton Packaging,359.35,11.02,89.68,1.15,70.59,4.94,4.04,3.0,0.0
1090,Cotton Packaging Grade C,Cotton Packaging,647.74,6.86,90.53,1.269,75.32,6.32,2.83,2.0,40.0
1091,Cotton Packaging Grade A,Cotton Packaging,691.88,9.26,89.37,0.677,79.28,7.85,2.5,3.0,26.0
1092,Cotton Packaging Grade A,Cotton Packaging,276.8,5.26,90.35,1.282,73.39,6.43,2.61,2.0,48.0
1093,Cotton Packaging Grade B,Cotton Packaging,326.93,11.89,93.91,0.967,74.89,8.53,1.36,3.0,48.0
1094,Cotton Packaging Grade Economy,Cotton Packaging,650.93,9.78,84.39,1.147,76.92,4.12,3.13,4.0,31.0
1095,Cotton Packaging Grade Standard,Cotton Packaging,817.17,8.6,92.12,0.894,66.88,3.73,2.13,3.0,8.0
1096,Cotton Packaging Grade Standard,Cotton Packaging,791.63,7.91,90.79,0.686,77.69,7.55,1.85,3.0,-3.0
1097,Cotton Packaging Grade A,Cotton Packaging,529.33,7.52,86.26,1.131,72.35,6.35,2.73,3.0,23.0
1098,Cotton Packaging Grade Economy,Cotton Packaging,852.91,6.0,81.67,1.272,79.96,5.11,2.43,3.0,12.0
1099,Cotton Packaging Grade C,Cotton Packaging,393.07,4.62,93.84,1.282,76.62,5.66,3.02,4.0,59.0
1100,Cotton Packaging Grade Standard,Cotton Packaging,414.71,8.57,80.46,0.705,78.3,7.63,2.69,3.0,53.0
1101,Cotton Packaging Grade A,Cotton Packaging,793.45,11.34,87.85,0.636,79.0,7.38,3.98,2.0,54.0
1102,Cotton Packaging Grade B,Cotton Packaging,536.73,11.54,89.38,1.283,77.04,3.73,2.52,3.0,10.0
1103,Cotton Packaging Grade Premium,Cotton Packaging,567.12,11.13,87.7,1.298,69.33,3.97,4.75,3.0,59.0
1104,Cotton Packaging Grade Standard,Cotton Packaging,764.8,6.22,90.74,0.708,69.37,4.3,4.24,2.0,49.0
1105,Cotton Packaging Grade Economy,Cotton Packaging,863.14,8.86,88.1,0.969,69.89,6.12,3.41,4.0,48.0
1106,Cotton Packaging Grade Premium,Cotton Packaging,859.55,13.21,93.34,0.974,74.86,8.42,2.57,2.0,0.0
1107,Cotton Packaging Grade C,Cotton Packaging,520.26,9.81,90.65,1.36,68.67,7.6,3.08,3.0,35.0
1108,Cotton Packaging Grade B,Cotton Packaging,631.38,12.35,87.13,1.235,70.4,8.66,3.14,3.0,58.0
1109,Cotton Packaging Grade Standard,Cotton Packaging,270.39,4.21,89.49,0.936,72.62,3.85,4.34,4.0,31.0
1110,Cotton Packaging Grade Premium,Cotton Packaging,573.15,3.75,87.44,0.735,66.89,8.63,3.42,,26.0
1111,Cotton Packaging Grade Economy,Cotton Packaging,612.0,3.41,94.0,0.867,68.28,6.23,2.11,4.0,61.0
1112,Cotton Packaging Grade Premium,Cotton Packaging,426.13,5.71,84.06,1.284,65.48,3.92,,4.0,26.0
1113,Cotton Packaging Grade A,Cotton Packaging,400.71,12.37,88.45,0.605,71.44,5.74,1.46,2.0,45.0
1114,Cotton Packaging Grade Premium,Cotton Packaging,706.36,11.37,90.93,0.6,79.31,7.98,4.62,4.0,41.0
1115,Cotton Packaging Grade C,Cotton Packaging,798.07,8.25,83.09,1.263,73.07,4.34,3.02,3.0,84.0
1116,Cotton Packaging Grade Premium,Cotton Packaging,819.95,3.64,93.13,1.01,71.07,4.39,3.8,3.0,8.0
1117,Cotton Packaging Grade C,Cotton Packaging,494.0,5.14,88.32,1.237,65.06,6.97,3.39,3.0,13.0
1118,Cotton Packaging Grade C,Cotton Packaging,543.42,5.21,91.85,1.108,72.99,5.66,,3.0,8.0
1119,Cotton Packaging Grade Economy,Cotton Packaging,575.94,8.77,86.73,0.805,66.81,4.04,4.03,4.0,37.0
1120,Cotton Packaging Grade A,Cotton Packaging,286.19,12.37,82.31,1.1,70.08,4.2,2.66,3.0,2.0
1121,Jute Packaging Grade B,Jute Packaging,885.55,11.73,86.39,0.542,76.72,2.76,2.34,4.0,73.0
1122,Jute Packaging Grade C,Jute Packaging,879.48,9.83,92.17,0.926,73.24,5.23,4.79,4.0,67.0
1123,Jute Packaging Grade Premium,Jute Packaging,992.45,7.46,87.55,0.863,76.52,3.32,1.89,3.0,67.0
1124,Jute Packaging Grade Economy,Jute Packaging,493.44,7.76,86.46,0.574,74.65,4.09,4.32,5.0,62.0
1125,Jute Packaging Grade Premium,Jute Packaging,798.02,8.71,87.9,0.725,70.36,2.32,,4.0,46.0
1126,Jute Packaging Grade C,Jute Packaging,343.45,17.39,92.32,0.767,82.3,3.62,2.11,3.0,-3.0
1127,Jute Packaging Grade Economy,Jute Packaging,675.17,12.15,90.65,0.969,83.53,5.5,5.01,3.0,20.0
1128,Jute Packaging Grade Premium,Jute Packaging,849.66,7.4,88.41,0.438,72.69,5.06,3.47,,1.0
1129,Jute Packaging Grade Standard,Jute Packaging,566.01,7.57,88.48,0.828,78.33,5.62,4.01,5.0,40.0
1130,Jute Packaging Grade A,Jute Packaging,845.74,19.11,88.56,0.55,79.24,4.0,5.95,5.0,75.0
1131,Jute Packaging Grade Premium,Jute Packaging,333.52,19.62,93.44,0.507,83.57,3.36,2.89,3.0,27.0
1132,Jute Packaging Grade A,Jute Packaging,661.68,5.34,88.69,0.833,72.61,4.36,4.48,5.0,-12.0
1133,Jute Packaging Grade C,Jute Packaging,779.59,18.03,89.72,0.63,73.77,4.42,5.4,,37.0
1134,Jute Packaging Grade C,Jute Packaging,565.29,9.91,90.61,0.537,82.33,3.18,4.53,3.0,44.0
1135,Jute Packaging Grade C,Jute Packaging,701.85,6.05,92.35,0.513,71.7,4.19,4.55,5.0,34.0
1136,Jute Packaging Grade A,Jute Packaging,662.56,16.69,92.91,0.749,81.71,2.77,1.25,3.0,60.0
1137,Jute Packaging Grade Premium,Jute Packaging,334.4,7.19,91.95,0.646,83.14,3.19,1.06,5.0,
1138,Jute Packaging Grade Standard,Jute Packaging,696.21,9.39,90.35,0.926,83.69,3.06,3.31,5.0,69.0
1139,Jute Packaging Grade A,Jute Packaging,963.36,19.98,87.35,0.836,75.67,2.03,1.05,3.0,-12.0
1140,Jute Packaging Grade Economy,Jute Packaging,631.6,3.38,91.87,0.576,78.4,3.2,1.84,4.0,78.0
1141,Jute Packaging Grade Standard,Jute Packaging,447.24,12.09,86.99,0.705,72.36,4.68,4.77,4.0,-9.0
1142,Jute Packaging Grade Premium,Jute Packaging,616.82,4.2,90.98,0.559,77.91,4.07,5.62,,16.0
1143,Jute Packaging Grade Premium,Jute Packaging,569.19,19.13,92.77,0.571,82.66,3.73,5.14,4.0,44.0
1144,Jute Packaging Grade A,Jute Packaging,415.99,14.92,87.91,0.578,74.45,4.9,2.15,4.0,
1145,Jute Packaging Grade B,Jute Packaging,794.97,5.91,86.04,0.543,75.7,3.9,1.22,3.0,16.0
1146,Jute Packaging Grade Standard,Jute Packaging,795.57,8.49,88.19,0.669,79.39,2.59,1.94,3.0,44.0
1147,Jute Packaging Grade C,Jute Packaging,764.71,17.03,88.05,0.994,71.14,4.65,3.24,,-12.0
1148,Jute Packaging Grade Standard,Jute Packaging,466.25,15.16,92.22,0.569,82.53,3.27,4.63,4.0,44.0
1149,Jute Packaging Grade Premium,Jute Packaging,941.1,16.86,94.79,0.928,74.2,2.42,1.56,4.0,57.0
1150,Jute Packaging Grade Economy,Jute Packaging,859.11,18.29,91.24,0.403,72.79,2.4,2.82,5.0,4.0
1151,Jute Packaging Grade Premium,Jute Packaging,311.25,8.92,86.79,0.788,76.96,3.98,3.14,5.0,5.0
1152,Jute Packaging Grade A,Jute Packaging,723.24,4.62,94.51,0.988,78.18,5.8,1.9,4.0,34.0
1153,Jute Packaging Grade B,Jute Packaging,308.37,12.99,85.62,0.975,72.13,3.22,5.11,3.0,59.0
1154,Jute Packaging Grade C,Jute Packaging,454.94,13.92,87.76,0.53,73.81,3.96,5.83,5.0,
1155,Jute Packaging Grade Standard,Jute Packaging,541.63,10.9,94.79,0.503,75.36,4.92,5.82,3.0,13.0
