Material_ID,Material_Type,Product_Category,Strength_MPa,Weight_Capacity_kg,Biodegradability_Score,CO2_Emission_Score_kg,Recyclability_Percentage,Source,Certification,Price_INR,Availability_Status
MAT00223,Algae-based Material,Insulation,211.56,2.66,77.8,8.27,28.7,Supplier D,FSC,2167.13,In Stock
MAT00224,Organic Cotton,Flooring,82.96,20.0,62.1,12.32,26.7,Supplier C,Cradle to Cradle,1747.15,Low Stock
MAT00225,Recycled Aluminum,Accessories,495.21,23.36,74.7,12.79,65.4,Supplier A,ISO 14001,3584.77,Low Stock
MAT00226,Linen,Office Supplies,280.82,6.56,20.8,2.99,50.0,Supplier C,EcoCert,1894.89,In Stock
MAT00227,Mushroom Composite,Food Packaging,122.59,90.23,75.4,8.72,27.1,Supplier C,EcoCert,3847.88,Pre-Order
MAT00228,Wool,Food Packaging,97.88,85.19,21.3,3.5,14.4,Supplier D,ISO 14001,3435.37,Low Stock
MAT00229,Bio-based Polymer,Adhesives,127.83,83.63,51.1,13.5,33.2,Supplier B,None,3176.41,Pre-Order
MAT00230,Sustainable Bamboo,Flooring,375.27,35.24,27.8,3.87,7.6,Supplier E,EcoCert,2577.15,Low Stock
MAT00231,Cork Composite,Bags & Luggage,24.52,28.06,99.4,7.61,35.6,Supplier D,FSC,3915.11,Pre-Order
MAT00232,Recycled Aluminum,Office Supplies,51.99,62.24,83.8,10.84,8.2,Supplier B,None,780.2,Low Stock
MAT00233,Natural Rubber,Home Decor,62.21,1.51,44.7,5.72,27.0,Supplier B,Cradle to Cradle,693.88,Low Stock
MAT00234,Algae-based Material,Insulation,261.1,11.23,27.2,8.54,59.7,Supplier D,ISO 14001,3290.95,Low Stock
MAT00235,Jute,Office Supplies,391.79,72.76,64.8,14.89,24.3,Supplier D,FSC,2241.83,In Stock
MAT00236,Mycelium Leather,Footwear,141.52,15.45,33.4,4.5,30.0,Supplier C,GOTS,3284.31,In Stock
MAT00237,Recycled Copper,Kitchen Utensils,300.97,20.36,28.6,4.92,94.9,Supplier E,Cradle to Cradle,1489.85,Low Stock
MAT00238,Recycled PET,Bags & Luggage,221.0,82.53,72.1,9.12,30.0,Supplier B,Cradle to Cradle,2568.85,Low Stock
MAT00239,Bio-based Polymer,Office Supplies,484.68,29.85,75.6,7.62,57.6,Supplier D,GOTS,1132.12,Low Stock
MAT00240,Certified Wood,Textiles,466.71,20.78,99.8,3.11,76.8,Supplier D,None,273.07,In Stock
MAT00241,Recycled PET,Footwear,417.33,7.85,87.8,12.03,67.3,Supplier C,FSC,720.44,Low Stock
MAT00242,Wool,Construction,360.47,79.12,25.9,14.87,47.9,Supplier E,None,1762.92,Low Stock
MAT00243,Algae-based Material,Food Packaging,397.45,36.59,91.6,8.29,63.8,Supplier B,None,504.64,Pre-Order
MAT00244,Certified Wood,Automotive,327.03,5.39,98.7,10.32,40.0,Supplier D,ISO 14001,3164.79,In Stock
MAT00245,Organic Cotton,Household Items,118.78,74.94,64.6,10.47,22.1,Supplier D,None,1656.68,Pre-Order
MAT00246,Flax Fiber,Flooring,83.87,99.77,58.6,4.78,92.1,Supplier B,GOTS,507.96,Low Stock
MAT00247,Natural Rubber,Toys,394.29,52.59,47.9,1.92,72.2,Supplier A,GOTS,1968.76,In Stock
MAT00248,Seaweed Polymer,Textiles,21.07,34.96,28.7,12.1,93.0,Supplier E,FSC,3115.82,Pre-Order
MAT00249,Bio-based Polymer,Bags & Luggage,284.33,95.89,38.5,6.37,18.4,Supplier D,Cradle to Cradle,2717.42,In Stock
MAT00250,Recycled Copper,Coatings,442.72,45.51,54.4,0.56,21.5,Supplier A,EcoCert,1274.88,In Stock
MAT00251,Seaweed Polymer,Insulation,101.61,33.27,56.6,4.3,86.3,Supplier C,EcoCert,2268.39,Low Stock
MAT00252,Bioplastic,Office Supplies,297.63,35.44,87.6,9.45,81.4,Supplier C,EcoCert,2978.87,Pre-Order
MAT00253,Sustainable Bamboo,Construction,163.46,24.62,29.4,5.91,14.1,Supplier E,FSC,1713.95,Pre-Order
MAT00254,Linen,Sports Equipment,101.02,63.91,75.5,9.86,100.0,Supplier D,GOTS,2377.12,In Stock
MAT00255,Bio-based Polymer,Bags & Luggage,422.57,62.32,89.2,14.3,48.5,Supplier D,EcoCert,943.71,Pre-Order
MAT00256,Cellulose,Kitchen Utensils,210.48,49.68,76.8,6.94,16.7,Supplier B,GOTS,2418.62,In Stock
MAT00257,Mycelium Leather,Accessories,273.43,17.65,56.6,11.27,76.6,Supplier A,EcoCert,2356.37,In Stock
MAT00258,Mycelium Leather,Insulation,413.41,37.32,85.8,1.1,71.9,Supplier D,ISO 14001,2342.26,Pre-Order
MAT00259,Corn Plastic,Accessories,155.88,99.93,56.0,5.55,81.7,Supplier A,FSC,1915.64,In Stock
MAT00260,Seaweed Polymer,Adhesives,347.68,86.24,68.8,6.71,61.6,Supplier B,ISO 14001,3292.61,Pre-Order
MAT00261,Certified Wood,Insulation,147.73,54.34,45.9,10.71,28.9,Supplier E,None,1230.89,In Stock
MAT00262,Recycled Metal,Sports Equipment,460.2,99.26,89.4,2.34,86.6,Supplier C,FSC,1160.34,Pre-Order
MAT00263,Linen,Kitchen Utensils,79.66,63.61,70.2,5.94,7.6,Supplier A,Cradle to Cradle,3331.62,Pre-Order
MAT00264,Recycled Copper,Household Items,350.4,87.85,56.4,7.58,58.2,Supplier A,None,3627.93,Low Stock
MAT00265,Cellulose,Home Decor,426.55,79.77,51.8,14.54,82.5,Supplier C,GOTS,2137.25,Low Stock
MAT00266,Algae-based Material,Adhesives,73.99,85.39,83.1,13.47,76.2,Supplier D,ISO 14001,349.43,In Stock
MAT00267,Bio-based Polymer,Toys,233.69,99.19,54.2,14.94,90.9,Supplier C,FSC,3680.22,Low Stock
MAT00268,Sustainable Bamboo,Home Decor,132.69,37.81,92.3,2.9,39.6,Supplier B,Cradle to Cradle,1382.78,Pre-Order
MAT00269,Sustainable Bamboo,Textiles,10.53,48.2,30.6,3.78,68.0,Supplier C,ISO 14001,203.35,Low Stock
MAT00270,Flax Fiber,Construction,244.07,23.67,27.1,12.19,10.3,Supplier C,FSC,1630.12,Low Stock
MAT00271,Cork Composite,Construction,324.37,68.04,25.5,8.67,61.0,Supplier C,None,820.04,In Stock
MAT00272,Cellulose,Construction,460.75,61.99,55.4,3.65,89.7,Supplier A,EcoCert,723.76,Pre-Order
MAT00273,Linen,Home Decor,481.99,32.14,31.2,4.52,8.4,Supplier E,None,2370.48,Pre-Order
MAT00274,Recycled Glass,Electronics,425.47,66.18,44.1,8.01,51.0,Supplier C,None,3145.7,In Stock
MAT00275,Seaweed Polymer,Accessories,252.49,12.16,60.0,9.11,52.8,Supplier C,GOTS,4061.19,In Stock
MAT00276,Linen,Adhesives,216.22,55.09,33.8,7.33,98.7,Supplier E,ISO 14001,456.5,In Stock
MAT00277,Mycelium Leather,Furniture,29.52,6.99,83.1,7.85,62.9,Supplier D,Cradle to Cradle,2162.15,Pre-Order
MAT00278,Linen,Cosmetics,323.86,54.23,32.2,1.71,7.9,Supplier B,EcoCert,3834.6,Low Stock
MAT00279,Linen,Adhesives,320.8,83.62,74.5,1.46,69.9,Supplier B,ISO 14001,3074.32,In Stock
MAT00280,Sustainable Bamboo,Sports Equipment,66.83,61.62,24.4,10.16,65.8,Supplier A,None,865.69,In Stock
MAT00281,Flax Fiber,Electronics,90.28,95.35,61.8,11.85,72.1,Supplier B,None,830.83,Low Stock
MAT00282,Recycled Copper,Textiles,388.0,3.91,84.6,4.44,6.4,Supplier E,None,3003.77,In Stock
MAT00283,Cardboard,Toys,260.28,6.49,88.7,2.92,15.7,Supplier E,None,3246.96,Pre-Order
MAT00284,Organic Cotton,Accessories,372.98,1.25,88.7,0.68,4.6,Supplier B,FSC,1616.01,In Stock
MAT00285,Algae-based Material,Sports Equipment,120.01,25.58,93.3,5.14,82.6,Supplier A,EcoCert,2442.69,Pre-Order
MAT00286,Recycled Paper,Automotive,119.36,52.06,23.7,6.31,87.7,Supplier C,GOTS,3616.31,In Stock
MAT00287,Algae-based Material,Toys,13.9,20.87,65.1,4.91,62.3,Supplier E,Cradle to Cradle,2014.41,In Stock
MAT00288,Recycled Copper,Insulation,382.64,25.27,20.5,6.45,23.3,Supplier A,GOTS,1546.29,In Stock
MAT00289,Cork Composite,Office Supplies,426.01,72.99,28.3,8.18,23.8,Supplier A,FSC,2126.46,Pre-Order
MAT00290,Mycelium Leather,Cosmetics,31.51,23.92,87.6,6.49,89.6,Supplier A,EcoCert,1992.83,In Stock
MAT00291,Mushroom Composite,Construction,322.24,40.04,67.4,1.4,66.2,Supplier C,GOTS,686.41,Low Stock
MAT00292,Seaweed Polymer,Office Supplies,353.36,73.8,45.4,4.44,7.5,Supplier E,ISO 14001,973.59,In Stock
MAT00293,Organic Cotton,Automotive,230.29,32.09,29.7,5.7,77.0,Supplier D,GOTS,1966.27,In Stock
MAT00294,Sustainable Bamboo,Automotive,405.72,31.12,76.4,9.25,21.5,Supplier B,ISO 14001,3578.96,Pre-Order
MAT00295,Hemp Fiber,Home Decor,204.16,5.85,43.9,12.39,17.4,Supplier D,EcoCert,3959.1,Pre-Order
MAT00296,Algae-based Material,Accessories,56.42,11.09,83.5,2.26,6.2,Supplier B,FSC,3277.67,In Stock
MAT00297,Corn Plastic,Office Supplies,192.4,63.4,71.6,8.94,25.9,Supplier A,ISO 14001,3403.83,In Stock
MAT00298,Cellulose,Toys,406.56,10.11,87.8,12.23,12.3,Supplier A,FSC,3920.09,Pre-Order
MAT00299,Jute,Office Supplies,253.1,38.89,54.1,5.63,90.8,Supplier D,FSC,1261.6,In Stock
MAT00300,Bioplastic,Coatings,312.32,65.08,59.9,13.3,47.9,Supplier D,FSC,515.43,Low Stock
MAT00301,Cork,Flooring,132.08,99.41,63.5,0.78,38.2,Supplier D,EcoCert,3007.92,Low Stock
MAT00302,Certified Wood,Adhesives,256.17,39.45,34.4,5.12,21.9,Supplier C,ISO 14001,3735.0,Low Stock
MAT00303,Mushroom Composite,Home Decor,385.75,99.96,97.9,1.95,65.7,Supplier A,FSC,1227.57,Pre-Order
MAT00304,Seaweed Polymer,Office Supplies,183.85,84.08,87.6,3.05,59.3,Supplier C,EcoCert,3378.1,In Stock
MAT00305,Flax Fiber,Home Decor,474.3,56.8,65.0,3.23,98.8,Supplier D,EcoCert,3678.56,Low Stock
MAT00306,Bio-based Polymer,Kitchen Utensils,28.6,6.56,68.1,0.79,47.8,Supplier E,FSC,1487.36,In Stock
MAT00307,Natural Rubber,Automotive,460.2,84.58,45.9,0.82,58.7,Supplier A,EcoCert,3820.49,Low Stock
MAT00308,Sustainable Bamboo,Home Decor,355.22,66.55,66.9,5.38,32.3,Supplier D,None,4053.72,Low Stock
MAT00309,Cellulose,Bags & Luggage,95.36,96.91,75.5,13.97,78.7,Supplier E,FSC,1055.76,Low Stock
MAT00310,Recycled Glass,Footwear,72.4,73.15,95.9,14.26,39.2,Supplier E,ISO 14001,4127.59,In Stock
MAT00311,Bioplastic,Bags & Luggage,461.31,96.79,37.7,8.7,93.7,Supplier A,FSC,726.25,Low Stock
MAT00312,Natural Rubber,Automotive,321.73,96.34,85.7,10.22,72.9,Supplier A,GOTS,1503.96,In Stock
MAT00313,Hemp Fiber,Cosmetics,181.74,78.91,77.6,1.2,43.8,Supplier B,Cradle to Cradle,1837.62,Low Stock
MAT00314,Linen,Home Decor,277.55,11.04,58.4,13.03,65.1,Supplier B,Cradle to Cradle,2903.34,In Stock
MAT00315,Seaweed Polymer,Food Packaging,154.51,32.55,96.1,1.58,17.0,Supplier A,EcoCert,1661.66,In Stock
MAT00316,Natural Rubber,Coatings,492.79,89.43,76.4,6.75,65.4,Supplier D,FSC,2585.45,In Stock
MAT00317,Organic Cotton,Bags & Luggage,110.72,19.81,75.8,10.97,73.0,Supplier C,GOTS,1222.59,In Stock
MAT00318,Organic Cotton,Food Packaging,202.52,55.42,59.3,1.29,0.4,Supplier E,Cradle to Cradle,515.43,In Stock
MAT00319,Organic Cotton,Electronics,111.41,64.18,98.2,7.37,11.6,Supplier D,Cradle to Cradle,3292.61,Pre-Order
MAT00320,Mycelium Leather,Cosmetics,324.51,39.37,49.7,6.03,18.7,Supplier D,Cradle to Cradle,343.62,Low Stock
MAT00321,Hemp Fiber,Household Items,286.48,15.96,75.7,1.9,66.8,Supplier D,EcoCert,3385.57,In Stock
MAT00322,Algae-based Material,Food Packaging,421.99,82.02,53.5,8.26,86.7,Supplier B,Cradle to Cradle,2057.57,Low Stock
MAT00323,Sustainable Bamboo,Office Supplies,452.36,71.72,60.2,13.56,80.0,Supplier E,FSC,2865.16,In Stock
MAT00324,Cork Composite,Toys,94.71,98.45,97.8,12.22,12.6,Supplier D,FSC,1852.56,Pre-Order
MAT00325,Recycled Metal,Coatings,136.36,91.17,93.1,1.47,38.8,Supplier C,GOTS,1748.81,Pre-Order
MAT00326,Recycled PET,Electronics,395.41,62.68,61.8,6.58,41.4,Supplier E,EcoCert,756.13,In Stock
MAT00327,Organic Cotton,Adhesives,391.98,78.79,89.4,13.26,87.8,Supplier D,EcoCert,1218.44,Pre-Order
MAT00328,Cardboard,Food Packaging,94.38,40.89,69.5,10.37,40.2,Supplier C,None,1743.0,In Stock
MAT00329,Recycled Paper,Kitchen Utensils,461.21,89.81,21.6,12.35,30.3,Supplier D,None,1283.18,Pre-Order
MAT00330,Organic Cotton,Accessories,75.85,97.45,55.4,12.47,26.9,Supplier A,FSC,1826.83,Low Stock
MAT00331,Cork,Sports Equipment,373.06,76.19,89.4,12.4,51.5,Supplier C,None,799.29,Pre-Order
MAT00332,Linen,Construction,392.45,52.9,65.5,3.02,87.5,Supplier A,FSC,965.29,In Stock
MAT00333,Recycled PET,Food Packaging,459.84,70.76,41.9,12.44,50.5,Supplier A,None,2697.5,In Stock
MAT00334,Hemp Fiber,Home Decor,249.51,45.16,96.8,7.38,55.1,Supplier C,None,1537.16,Pre-Order
MAT00335,Sustainable Bamboo,Footwear,23.45,5.92,88.3,11.81,21.4,Supplier B,None,1047.46,In Stock
MAT00336,Mycelium Leather,Sports Equipment,261.51,86.6,97.4,10.39,47.4,Supplier B,EcoCert,693.05,In Stock
MAT00337,Hemp Fiber,Household Items,308.09,94.36,77.0,10.79,27.5,Supplier C,Cradle to Cradle,3733.34,Low Stock
MAT00338,Cork,Toys,158.05,52.54,69.9,8.98,0.7,Supplier C,EcoCert,4147.51,Pre-Order
MAT00339,Bioplastic,Coatings,148.51,68.76,58.5,5.38,27.6,Supplier C,GOTS,1461.63,Pre-Order
MAT00340,Flax Fiber,Footwear,102.3,52.21,39.2,1.32,85.7,Supplier D,None,3393.04,Low Stock
MAT00341,Wool,Construction,363.43,65.88,99.8,4.26,41.9,Supplier A,EcoCert,1713.12,Pre-Order
MAT00342,Recycled Aluminum,Furniture,178.15,71.62,74.9,9.76,47.6,Supplier C,EcoCert,3913.45,Low Stock
MAT00343,Bio-based Polymer,Insulation,98.76,10.66,30.2,4.25,80.8,Supplier B,None,3205.46,Low Stock
MAT00344,Cellulose,Cosmetics,118.9,23.11,89.7,6.6,88.7,Supplier E,GOTS,1646.72,Low Stock
MAT00345,Organic Cotton,Kitchen Utensils,36.3,63.81,66.4,9.5,47.2,Supplier A,None,941.22,Low Stock
MAT00346,Mushroom Composite,Footwear,212.42,87.21,32.1,14.89,34.3,Supplier D,FSC,4099.37,Low Stock
MAT00347,Flax Fiber,Automotive,391.68,49.27,70.5,3.06,63.4,Supplier C,FSC,185.09,In Stock
MAT00348,Recycled Aluminum,Automotive,249.89,76.59,27.0,9.41,63.3,Supplier D,Cradle to Cradle,1772.88,In Stock
MAT00349,Recycled Paper,Insulation,107.71,37.94,21.1,5.17,83.3,Supplier A,None,925.45,Pre-Order
MAT00350,Hemp Fiber,Accessories,349.83,35.09,30.3,6.06,58.9,Supplier A,GOTS,831.66,Low Stock
MAT00351,Recycled PET,Flooring,302.22,34.45,91.0,14.93,34.3,Supplier C,FSC,3757.41,In Stock
MAT00352,Seaweed Polymer,Office Supplies,19.37,23.21,98.8,3.56,2.2,Supplier A,GOTS,2176.26,Pre-Order
MAT00353,Cellulose,Food Packaging,193.84,64.39,81.7,9.54,59.4,Supplier A,None,356.9,In Stock
MAT00354,Recycled Paper,Textiles,214.22,38.65,63.8,7.38,15.3,Supplier A,GOTS,2935.71,Low Stock
MAT00355,Wool,Textiles,334.62,27.73,68.5,2.49,83.1,Supplier E,ISO 14001,584.32,Low Stock
MAT00356,Organic Cotton,Textiles,253.89,61.29,82.2,12.56,97.3,Supplier D,GOTS,1591.94,In Stock
MAT00357,Recycled Paper,Insulation,253.21,21.56,94.6,5.29,0.3,Supplier A,EcoCert,2841.92,Pre-Order
MAT00358,Cardboard,Construction,475.23,78.17,26.0,10.99,90.5,Supplier D,GOTS,2733.19,Low Stock
MAT00359,Recycled PET,Food Packaging,58.91,18.3,23.2,4.71,80.2,Supplier A,ISO 14001,1411.83,In Stock
MAT00360,Biodegradable Plastic,Construction,335.04,17.88,48.6,6.85,62.2,Supplier A,GOTS,3666.11,Low Stock
MAT00361,Bio-based Polymer,Textiles,206.38,96.27,41.7,6.09,85.1,Supplier B,ISO 14001,3353.2,In Stock
MAT00362,Flax Fiber,Food Packaging,490.97,84.59,28.3,13.71,48.3,Supplier D,FSC,2432.73,Pre-Order
MAT00363,Linen,Home Decor,309.57,86.4,90.4,11.05,89.2,Supplier D,ISO 14001,2090.77,Low Stock
MAT00364,Recycled PET,Food Packaging,41.03,65.84,21.0,13.09,52.5,Supplier E,FSC,3128.27,Pre-Order
MAT00365,Natural Rubber,Flooring,266.32,70.36,27.6,10.09,24.9,Supplier D,FSC,1543.8,Pre-Order
MAT00366,Bioplastic,Food Packaging,15.71,93.5,60.4,7.3,49.6,Supplier D,GOTS,825.02,In Stock
MAT00367,Natural Rubber,Household Items,34.67,23.05,71.5,6.35,23.5,Supplier E,Cradle to Cradle,1995.32,In Stock
MAT00368,Cardboard,Toys,164.87,98.09,79.6,0.76,40.3,Supplier E,ISO 14001,308.76,In Stock
MAT00369,Seaweed Polymer,Coatings,481.95,64.12,91.2,8.65,65.5,Supplier C,GOTS,1983.7,In Stock
MAT00370,Corn Plastic,Accessories,423.72,33.87,81.4,9.2,71.7,Supplier D,ISO 14001,1613.52,In Stock
MAT00371,Cork Composite,Accessories,11.08,36.16,70.7,12.1,54.8,Supplier A,ISO 14001,1655.85,In Stock
MAT00372,Cardboard,Construction,412.7,74.51,52.7,4.19,19.6,Supplier D,FSC,647.4,Low Stock
MAT00373,Corn Plastic,Furniture,361.23,11.67,53.2,13.94,83.7,Supplier D,Cradle to Cradle,2511.58,Pre-Order
MAT00374,Recycled Aluminum,Flooring,75.97,50.38,62.4,1.2,93.5,Supplier D,EcoCert,3507.58,In Stock
MAT00375,Flax Fiber,Adhesives,95.09,81.71,28.3,10.03,60.6,Supplier D,Cradle to Cradle,1448.35,Pre-Order
MAT00376,Flax Fiber,Accessories,144.06,96.4,97.6,7.07,13.3,Supplier E,GOTS,1810.23,Pre-Order
MAT00377,Algae-based Material,Bags & Luggage,358.82,93.62,70.6,3.41,62.4,Supplier C,None,1323.85,In Stock
MAT00378,Flax Fiber,Automotive,256.91,69.74,45.8,2.17,35.2,Supplier E,None,2079.98,Pre-Order
MAT00379,Jute,Insulation,150.1,84.88,84.7,8.08,2.5,Supplier A,FSC,745.34,Low Stock
MAT00380,Cork Composite,Automotive,491.93,68.66,31.7,1.4,78.4,Supplier E,ISO 14001,978.57,Low Stock
MAT00381,Corn Plastic,Toys,60.22,86.94,79.2,13.04,74.2,Supplier B,EcoCert,2402.02,Pre-Order
MAT00382,Recycled Glass,Food Packaging,463.98,39.37,96.5,14.65,31.3,Supplier A,None,2365.5,Low Stock
MAT00383,Cork,Coatings,435.74,86.18,55.4,3.77,63.4,Supplier C,EcoCert,2992.98,Pre-Order
MAT00384,Recycled Copper,Coatings,106.27,72.77,35.5,7.01,98.3,Supplier B,None,462.31,Pre-Order
MAT00385,Organic Cotton,Office Supplies,29.91,28.63,41.1,2.83,84.6,Supplier D,None,188.41,In Stock
MAT00386,Recycled Paper,Construction,465.03,60.09,81.9,9.57,84.3,Supplier E,EcoCert,1366.18,Low Stock
MAT00387,Sustainable Bamboo,Bags & Luggage,267.44,95.74,61.6,11.9,15.9,Supplier D,ISO 14001,2329.81,Low Stock
MAT00388,Hemp Fiber,Furniture,335.03,33.78,43.5,14.28,61.8,Supplier E,None,2057.57,In Stock
MAT00389,Organic Cotton,Home Decor,228.38,90.55,69.1,9.51,95.9,Supplier C,Cradle to Cradle,2885.08,In Stock
MAT00390,Linen,Household Items,274.72,29.0,92.9,12.42,37.5,Supplier D,Cradle to Cradle,3364.82,In Stock
MAT00391,Recycled Glass,Furniture,166.95,9.15,27.7,14.59,77.3,Supplier A,FSC,2289.97,Pre-Order
MAT00392,Cellulose,Furniture,433.83,43.0,28.3,8.3,70.3,Supplier D,None,4055.38,In Stock
MAT00393,Recycled Copper,Construction,21.64,71.97,23.0,1.56,17.8,Supplier A,EcoCert,1169.47,In Stock
MAT00394,Mycelium Leather,Sports Equipment,200.14,63.39,54.6,0.74,67.3,Supplier E,ISO 14001,2296.61,Pre-Order
MAT00395,Recycled Aluminum,Food Packaging,353.43,8.19,94.2,2.04,78.7,Supplier A,GOTS,1366.18,Low Stock
MAT00396,Linen,Office Supplies,412.84,4.05,32.5,3.69,74.7,Supplier E,GOTS,3339.92,Pre-Order
MAT00397,Recycled Metal,Footwear,341.87,91.5,83.6,11.08,37.3,Supplier E,EcoCert,3948.31,In Stock
MAT00398,Organic Cotton,Food Packaging,12.46,60.07,63.0,14.23,30.5,Supplier C,FSC,3147.36,Low Stock
MAT00399,Cellulose,Flooring,79.8,19.22,69.4,4.16,11.5,Supplier E,ISO 14001,2839.43,Pre-Order
MAT00400,Recycled PET,Insulation,45.84,67.5,40.1,3.36,58.1,Supplier C,FSC,3956.61,Pre-Order
MAT00401,Cellulose,Accessories,59.02,62.33,92.0,5.11,45.1,Supplier C,None,2621.14,Pre-Order
MAT00402,Recycled Metal,Adhesives,287.76,80.96,96.7,2.95,31.3,Supplier D,GOTS,3295.93,Low Stock
MAT00403,Recycled Metal,Bags & Luggage,440.16,46.82,48.7,4.93,55.2,Supplier E,ISO 14001,866.52,Low Stock
MAT00404,Corn Plastic,Construction,446.74,20.45,78.7,9.59,72.7,Supplier E,None,3720.06,In Stock
MAT00405,Corn Plastic,Adhesives,293.66,77.15,37.0,1.03,26.1,Supplier E,Cradle to Cradle,3727.53,Pre-Order
MAT00406,Cork Composite,Construction,189.25,23.11,81.8,11.13,29.1,Supplier E,ISO 14001,2017.73,Low Stock
MAT00407,Certified Wood,Flooring,15.19,24.65,97.1,14.74,68.4,Supplier B,Cradle to Cradle,3183.05,In Stock
MAT00408,Bio-based Polymer,Adhesives,474.87,66.28,97.4,11.17,48.4,Supplier B,Cradle to Cradle,1595.26,In Stock
MAT00409,Sustainable Bamboo,Household Items,191.02,5.24,36.5,13.66,36.1,Supplier D,ISO 14001,2036.82,In Stock
MAT00410,Cellulose,Bags & Luggage,60.58,96.88,70.7,4.47,74.2,Supplier E,FSC,2470.91,Low Stock
MAT00411,Cellulose,Office Supplies,189.0,65.68,86.8,7.99,37.6,Supplier E,Cradle to Cradle,3780.65,Low Stock
MAT00412,Corn Plastic,Home Decor,248.56,48.73,68.3,7.78,13.9,Supplier A,EcoCert,825.85,Pre-Order
MAT00413,Mycelium Leather,Furniture,83.62,16.58,68.2,12.35,66.1,Supplier C,None,1817.7,In Stock
MAT00414,Cardboard,Kitchen Utensils,244.72,59.49,71.8,6.46,24.4,Supplier E,FSC,675.62,In Stock
MAT00415,Cellulose,Flooring,29.2,57.65,24.5,4.24,18.0,Supplier E,EcoCert,3984.0,Pre-Order
MAT00416,Biodegradable Plastic,Footwear,474.15,22.44,68.5,7.34,48.2,Supplier D,EcoCert,1039.99,In Stock
MAT00417,Seaweed Polymer,Adhesives,412.02,19.01,72.8,4.34,72.4,Supplier D,EcoCert,1531.35,Pre-Order
MAT00418,Sustainable Bamboo,Accessories,195.32,14.09,21.3,8.08,90.9,Supplier B,EcoCert,2892.55,In Stock
MAT00419,Bio-based Polymer,Kitchen Utensils,451.79,60.38,90.2,8.21,75.2,Supplier B,EcoCert,537.01,Pre-Order
MAT00420,Corn Plastic,Electronics,449.51,77.71,71.9,8.07,37.0,Supplier E,Cradle to Cradle,339.47,In Stock
MAT00421,Seaweed Polymer,Kitchen Utensils,396.88,38.74,67.1,11.25,76.2,Supplier A,Cradle to Cradle,2941.52,In Stock
MAT00422,Mycelium Leather,Kitchen Utensils,385.27,91.1,26.7,9.18,54.4,Supplier A,None,1192.71,Pre-Order
MAT00423,Seaweed Polymer,Electronics,293.21,12.67,20.6,9.99,68.8,Supplier C,ISO 14001,1424.28,In Stock
MAT00424,Jute,Adhesives,134.28,85.64,53.9,5.8,27.6,Supplier B,Cradle to Cradle,2877.61,Pre-Order
MAT00425,Seaweed Polymer,Insulation,246.41,37.65,64.4,4.18,30.7,Supplier D,None,1537.99,In Stock
MAT00426,Wool,Textiles,376.43,45.21,75.9,2.85,21.4,Supplier C,EcoCert,1762.09,Pre-Order
MAT00427,Flax Fiber,Food Packaging,88.76,96.49,20.4,1.82,14.5,Supplier D,ISO 14001,3854.52,In Stock
MAT00428,Mycelium Leather,Accessories,191.71,61.29,78.0,13.99,40.1,Supplier C,None,2780.5,Pre-Order
MAT00429,Recycled Paper,Automotive,323.74,44.46,36.1,10.02,80.4,Supplier A,EcoCert,1305.59,Pre-Order
MAT00430,Mushroom Composite,Accessories,311.44,67.73,48.8,10.0,97.6,Supplier C,Cradle to Cradle,512.11,Low Stock
MAT00431,Wool,Office Supplies,208.67,20.83,21.2,10.7,91.9,Supplier E,EcoCert,2355.54,Low Stock
MAT00432,Certified Wood,Household Items,120.88,96.34,56.4,6.36,0.5,Supplier E,ISO 14001,863.2,Pre-Order
MAT00433,Sustainable Bamboo,Flooring,154.18,94.75,84.2,14.37,87.6,Supplier E,GOTS,3405.49,Pre-Order
MAT00434,Recycled PET,Office Supplies,285.95,77.23,80.6,14.44,45.9,Supplier E,ISO 14001,2001.13,Low Stock
MAT00435,Organic Cotton,Household Items,43.1,63.73,99.5,10.32,23.0,Supplier C,EcoCert,1424.28,Pre-Order
MAT00436,Biodegradable Plastic,Household Items,131.65,10.21,73.9,12.41,7.6,Supplier D,GOTS,3876.93,Low Stock
MAT00437,Cork,Adhesives,141.85,94.76,74.6,13.69,49.9,Supplier B,GOTS,961.14,In Stock
MAT00438,Hemp Fiber,Furniture,419.12,83.8,48.5,11.79,12.0,Supplier D,EcoCert,478.91,In Stock
MAT00439,Cork Composite,Insulation,479.42,84.95,49.7,5.07,89.8,Supplier E,GOTS,3676.07,Low Stock
MAT00440,Bio-based Polymer,Flooring,147.33,22.99,66.1,1.29,79.9,Supplier E,ISO 14001,2071.68,Pre-Order
MAT00441,Certified Wood,Office Supplies,431.6,77.81,56.6,2.25,51.8,Supplier A,ISO 14001,1423.45,Pre-Order
MAT00442,Cork,Office Supplies,294.69,33.22,69.0,4.27,54.9,Supplier D,EcoCert,1110.54,Low Stock
MAT00443,Certified Wood,Automotive,254.4,21.84,76.1,5.9,85.4,Supplier B,EcoCert,1279.86,In Stock
MAT00444,Recycled Aluminum,Accessories,408.95,72.36,84.3,8.55,85.6,Supplier B,Cradle to Cradle,947.03,In Stock
MAT00445,Bio-based Polymer,Sports Equipment,254.8,99.56,88.0,8.0,72.1,Supplier C,GOTS,3295.1,Pre-Order
MAT00446,Recycled Aluminum,Food Packaging,205.22,69.36,24.8,12.3,47.7,Supplier D,None,2675.09,Low Stock
